time,active_links,d0_x,d0_y,d0_z,d1_x,d1_y,d1_z,d2_x,d2_y,d2_z,d3_x,d3_y,d3_z
0.0000,6,-4.000,4.000,0.200,4.000,4.000,0.200,-4.000,-4.000,0.200,4.000,-4.000,0.200
0.0100,6,-4.000,4.000,0.201,4.000,4.000,0.201,-4.000,-4.000,0.201,4.000,-4.000,0.201
0.0200,6,-4.000,4.000,0.202,4.000,4.000,0.202,-4.000,-4.000,0.202,4.000,-4.000,0.202
0.0300,6,-4.000,4.000,0.203,4.000,4.000,0.203,-4.000,-4.000,0.203,4.000,-4.000,0.203
0.0400,6,-4.000,4.000,0.204,4.000,4.000,0.204,-4.000,-4.000,0.204,4.000,-4.000,0.204
0.0500,6,-4.000,4.000,0.206,4.000,4.000,0.206,-4.000,-4.000,0.206,4.000,-4.000,0.206
0.0600,6,-4.000,4.000,0.208,4.000,4.000,0.208,-4.000,-4.000,0.208,4.000,-4.000,0.208
0.0700,6,-4.000,4.000,0.211,4.000,4.000,0.211,-4.000,-4.000,0.211,4.000,-4.000,0.211
0.0800,6,-4.000,4.000,0.213,4.000,4.000,0.213,-4.000,-4.000,0.213,4.000,-4.000,0.213
0.0900,6,-4.000,4.000,0.216,4.000,4.000,0.216,-4.000,-4.000,0.216,4.000,-4.000,0.216
0.1000,6,-4.000,4.000,0.219,4.000,4.000,0.219,-4.000,-4.000,0.219,4.000,-4.000,0.219
0.1100,6,-4.000,4.000,0.223,4.000,4.000,0.223,-4.000,-4.000,0.223,4.000,-4.000,0.223
0.1200,6,-4.000,4.000,0.227,4.000,4.000,0.227,-4.000,-4.000,0.227,4.000,-4.000,0.227
0.1300,6,-4.000,4.000,0.231,4.000,4.000,0.231,-4.000,-4.000,0.231,4.000,-4.000,0.231
0.1400,6,-4.000,4.000,0.235,4.000,4.000,0.235,-4.000,-4.000,0.235,4.000,-4.000,0.235
0.1500,6,-4.000,4.000,0.240,4.000,4.000,0.240,-4.000,-4.000,0.240,4.000,-4.000,0.240
0.1600,6,-4.000,4.000,0.245,4.000,4.000,0.245,-4.000,-4.000,0.245,4.000,-4.000,0.245
0.1700,6,-4.000,4.000,0.250,4.000,4.000,0.250,-4.000,-4.000,0.250,4.000,-4.000,0.250
0.1800,6,-4.000,4.000,0.256,4.000,4.000,0.256,-4.000,-4.000,0.256,4.000,-4.000,0.256
0.1900,6,-4.000,4.000,0.261,4.000,4.000,0.261,-4.000,-4.000,0.261,4.000,-4.000,0.261
0.2000,6,-4.000,4.000,0.268,4.000,4.000,0.268,-4.000,-4.000,0.268,4.000,-4.000,0.268
0.2100,6,-4.000,4.000,0.274,4.000,4.000,0.274,-4.000,-4.000,0.274,4.000,-4.000,0.274
0.2200,6,-4.000,4.000,0.281,4.000,4.000,0.281,-4.000,-4.000,0.281,4.000,-4.000,0.281
0.2300,6,-4.000,4.000,0.288,4.000,4.000,0.288,-4.000,-4.000,0.288,4.000,-4.000,0.288
0.2400,6,-4.000,4.000,0.295,4.000,4.000,0.295,-4.000,-4.000,0.295,4.000,-4.000,0.295
0.2500,6,-4.000,4.000,0.302,4.000,4.000,0.302,-4.000,-4.000,0.302,4.000,-4.000,0.302
0.2600,6,-4.000,4.000,0.310,4.000,4.000,0.310,-4.000,-4.000,0.310,4.000,-4.000,0.310
0.2700,6,-4.000,4.000,0.318,4.000,4.000,0.318,-4.000,-4.000,0.318,4.000,-4.000,0.318
0.2800,6,-4.000,4.000,0.327,4.000,4.000,0.327,-4.000,-4.000,0.327,4.000,-4.000,0.327
0.2900,6,-4.000,4.000,0.335,4.000,4.000,0.335,-4.000,-4.000,0.335,4.000,-4.000,0.335
0.3000,6,-4.000,4.000,0.344,4.000,4.000,0.344,-4.000,-4.000,0.344,4.000,-4.000,0.344
0.3100,6,-4.000,4.000,0.354,4.000,4.000,0.354,-4.000,-4.000,0.354,4.000,-4.000,0.354
0.3200,6,-4.000,4.000,0.363,4.000,4.000,0.363,-4.000,-4.000,0.363,4.000,-4.000,0.363
0.3300,6,-4.000,4.000,0.373,4.000,4.000,0.373,-4.000,-4.000,0.373,4.000,-4.000,0.373
0.3400,6,-4.000,4.000,0.383,4.000,4.000,0.383,-4.000,-4.000,0.383,4.000,-4.000,0.383
0.3500,6,-4.000,4.000,0.393,4.000,4.000,0.393,-4.000,-4.000,0.393,4.000,-4.000,0.393
0.3600,6,-4.000,4.000,0.404,4.000,4.000,0.404,-4.000,-4.000,0.404,4.000,-4.000,0.404
0.3700,6,-4.000,4.000,0.415,4.000,4.000,0.415,-4.000,-4.000,0.415,4.000,-4.000,0.415
0.3800,6,-4.000,4.000,0.426,4.000,4.000,0.426,-4.000,-4.000,0.426,4.000,-4.000,0.426
0.3900,6,-4.000,4.000,0.438,4.000,4.000,0.438,-4.000,-4.000,0.438,4.000,-4.000,0.438
0.4000,6,-4.000,4.000,0.449,4.000,4.000,0.449,-4.000,-4.000,0.449,4.000,-4.000,0.449
0.4100,6,-4.000,4.000,0.462,4.000,4.000,0.462,-4.000,-4.000,0.462,4.000,-4.000,0.462
0.4200,6,-4.000,4.000,0.474,4.000,4.000,0.474,-4.000,-4.000,0.474,4.000,-4.000,0.474
0.4300,6,-4.000,4.000,0.486,4.000,4.000,0.486,-4.000,-4.000,0.486,4.000,-4.000,0.486
0.4400,6,-4.000,4.000,0.499,4.000,4.000,0.499,-4.000,-4.000,0.499,4.000,-4.000,0.499
0.4500,6,-4.000,4.000,0.512,4.000,4.000,0.512,-4.000,-4.000,0.512,4.000,-4.000,0.512
0.4600,6,-4.000,4.000,0.526,4.000,4.000,0.526,-4.000,-4.000,0.526,4.000,-4.000,0.526
0.4700,6,-4.000,4.000,0.540,4.000,4.000,0.540,-4.000,-4.000,0.540,4.000,-4.000,0.540
0.4800,6,-4.000,4.000,0.554,4.000,4.000,0.554,-4.000,-4.000,0.554,4.000,-4.000,0.554
0.4900,6,-4.000,4.000,0.568,4.000,4.000,0.568,-4.000,-4.000,0.568,4.000,-4.000,0.568
0.5000,6,-4.000,4.000,0.582,4.000,4.000,0.582,-4.000,-4.000,0.582,4.000,-4.000,0.582
0.5100,6,-4.000,4.000,0.597,4.000,4.000,0.597,-4.000,-4.000,0.597,4.000,-4.000,0.597
0.5200,6,-4.000,4.000,0.612,4.000,4.000,0.612,-4.000,-4.000,0.612,4.000,-4.000,0.612
0.5300,6,-4.000,4.000,0.628,4.000,4.000,0.628,-4.000,-4.000,0.628,4.000,-4.000,0.628
0.5400,6,-4.000,4.000,0.643,4.000,4.000,0.643,-4.000,-4.000,0.643,4.000,-4.000,0.643
0.5500,6,-4.000,4.000,0.659,4.000,4.000,0.659,-4.000,-4.000,0.659,4.000,-4.000,0.659
0.5600,6,-4.000,4.000,0.675,4.000,4.000,0.675,-4.000,-4.000,0.675,4.000,-4.000,0.675
0.5700,6,-4.000,4.000,0.692,4.000,4.000,0.692,-4.000,-4.000,0.692,4.000,-4.000,0.692
0.5800,6,-4.000,4.000,0.708,4.000,4.000,0.708,-4.000,-4.000,0.708,4.000,-4.000,0.708
0.5900,6,-4.000,4.000,0.725,4.000,4.000,0.725,-4.000,-4.000,0.725,4.000,-4.000,0.725
0.6000,6,-4.000,4.000,0.743,4.000,4.000,0.743,-4.000,-4.000,0.743,4.000,-4.000,0.743
0.6100,6,-4.000,4.000,0.760,4.000,4.000,0.760,-4.000,-4.000,0.760,4.000,-4.000,0.760
0.6200,6,-4.000,4.000,0.778,4.000,4.000,0.778,-4.000,-4.000,0.778,4.000,-4.000,0.778
0.6300,6,-4.000,4.000,0.796,4.000,4.000,0.796,-4.000,-4.000,0.796,4.000,-4.000,0.796
0.6400,6,-4.000,4.000,0.814,4.000,4.000,0.814,-4.000,-4.000,0.814,4.000,-4.000,0.814
0.6500,6,-4.000,4.000,0.833,4.000,4.000,0.833,-4.000,-4.000,0.832,4.000,-4.000,0.833
0.6600,6,-4.000,4.000,0.852,4.000,4.000,0.852,-4.000,-4.000,0.851,4.000,-4.000,0.852
0.6700,6,-4.000,4.000,0.871,4.000,4.000,0.871,-4.000,-4.000,0.870,4.000,-4.000,0.871
0.6800,6,-4.000,4.000,0.890,4.000,4.000,0.890,-4.000,-4.000,0.888,4.000,-4.000,0.890
0.6900,6,-4.000,4.000,0.910,4.000,4.000,0.910,-4.000,-4.000,0.908,4.000,-4.000,0.910
0.7000,6,-4.000,4.000,0.930,4.000,4.000,0.930,-4.000,-4.000,0.927,4.000,-4.000,0.930
0.7100,6,-4.000,4.000,0.950,4.000,4.000,0.950,-4.000,-4.000,0.946,4.000,-4.000,0.950
0.7200,6,-4.000,4.000,0.970,4.000,4.000,0.970,-4.000,-4.000,0.966,4.000,-4.000,0.970
0.7300,6,-4.000,4.000,0.991,4.000,4.000,0.991,-4.000,-4.000,0.985,4.000,-4.000,0.991
0.7400,6,-4.000,4.000,1.012,4.000,4.000,1.012,-4.000,-4.000,1.005,4.000,-4.000,1.012
0.7500,6,-4.000,4.000,1.033,4.000,4.000,1.033,-4.000,-4.000,1.025,4.000,-4.000,1.033
0.7600,6,-4.000,4.000,1.055,4.000,4.000,1.055,-4.000,-4.000,1.044,4.000,-4.000,1.055
0.7700,6,-4.000,4.000,1.077,4.000,4.000,1.077,-4.000,-4.000,1.064,4.000,-4.000,1.077
0.7800,6,-4.000,4.000,1.099,4.000,4.000,1.099,-4.000,-4.000,1.084,4.000,-4.000,1.099
0.7900,6,-4.000,4.000,1.121,4.000,4.000,1.121,-4.000,-4.000,1.104,4.000,-4.000,1.121
0.8000,6,-4.000,4.000,1.144,4.000,4.000,1.144,-4.000,-4.000,1.123,4.000,-4.000,1.144
0.8100,6,-4.000,4.000,1.166,4.000,4.000,1.166,-4.000,-4.000,1.143,4.000,-4.000,1.166
0.8200,6,-4.000,4.000,1.189,4.000,4.000,1.189,-4.000,-4.000,1.163,4.000,-4.000,1.189
0.8300,6,-4.000,4.000,1.213,4.000,4.000,1.213,-4.000,-4.000,1.183,4.000,-4.000,1.213
0.8400,6,-4.000,4.000,1.236,4.000,4.000,1.236,-4.000,-4.000,1.202,4.000,-4.000,1.236
0.8500,6,-4.000,4.000,1.260,4.000,4.000,1.260,-4.000,-4.000,1.222,4.000,-4.000,1.260
0.8600,6,-4.000,4.000,1.284,4.000,4.000,1.284,-4.000,-4.000,1.241,4.000,-4.000,1.284
0.8700,6,-4.000,4.000,1.309,4.000,4.000,1.309,-4.000,-4.000,1.261,4.000,-4.000,1.309
0.8800,6,-4.000,4.000,1.333,4.000,4.000,1.333,-4.000,-4.000,1.280,4.000,-4.000,1.333
0.8900,6,-4.000,4.000,1.358,4.000,4.000,1.358,-4.000,-4.000,1.299,4.000,-4.000,1.358
0.9000,6,-4.000,4.000,1.383,4.000,4.000,1.383,-4.000,-4.000,1.318,4.000,-4.000,1.383
0.9100,6,-4.000,4.000,1.409,4.000,4.000,1.409,-4.000,-4.000,1.338,4.000,-4.000,1.409
0.9200,6,-4.000,4.000,1.435,4.000,4.000,1.435,-4.000,-4.000,1.357,4.000,-4.000,1.435
0.9300,6,-4.000,4.000,1.461,4.000,4.000,1.461,-4.000,-4.000,1.375,4.000,-4.000,1.461
0.9400,6,-4.000,4.000,1.487,4.000,4.000,1.487,-4.000,-4.000,1.394,4.000,-4.000,1.487
0.9500,6,-4.000,4.000,1.513,4.000,4.000,1.513,-4.000,-4.000,1.413,4.000,-4.000,1.513
0.9600,6,-4.000,4.000,1.540,4.000,4.000,1.540,-4.000,-4.000,1.432,4.000,-4.000,1.540
0.9700,6,-4.000,4.000,1.567,4.000,4.000,1.567,-4.000,-4.000,1.450,4.000,-4.000,1.567
0.9800,6,-4.000,4.000,1.594,4.000,4.000,1.594,-4.000,-4.000,1.468,4.000,-4.000,1.594
0.9900,6,-4.000,4.000,1.621,4.000,4.000,1.622,-4.000,-4.000,1.487,4.000,-4.000,1.621
1.0000,6,-4.000,4.000,1.648,4.000,4.000,1.649,-4.000,-4.000,1.505,4.000,-4.000,1.649
1.0100,6,-4.000,4.000,1.676,4.000,4.000,1.677,-4.000,-4.000,1.523,4.000,-4.000,1.677
1.0200,6,-4.000,4.000,1.704,4.000,4.000,1.705,-4.000,-4.000,1.541,4.000,-4.000,1.705
1.0300,6,-4.000,4.000,1.732,4.000,4.000,1.734,-4.000,-4.000,1.559,4.000,-4.000,1.733
1.0400,6,-4.000,4.000,1.760,4.000,4.000,1.763,-4.000,-4.000,1.576,4.000,-4.000,1.761
1.0500,6,-4.000,4.000,1.788,4.000,4.000,1.792,-4.000,-4.000,1.594,4.000,-4.000,1.789
1.0600,6,-4.000,4.000,1.816,4.000,4.000,1.821,-4.000,-4.000,1.611,4.000,-4.000,1.818
1.0700,6,-4.000,4.000,1.844,4.000,4.000,1.850,-4.000,-4.000,1.628,4.000,-4.000,1.847
1.0800,6,-4.000,4.000,1.872,4.000,4.000,1.880,-4.000,-4.000,1.646,4.000,-4.000,1.875
1.0900,6,-4.000,4.000,1.900,4.000,4.000,1.910,-4.000,-4.000,1.663,4.000,-4.000,1.904
1.1000,6,-4.000,4.000,1.928,4.000,4.000,1.940,-4.000,-4.000,1.680,4.000,-4.000,1.933
1.1100,6,-4.000,4.000,1.957,4.000,4.000,1.971,-4.000,-4.000,1.696,4.000,-4.000,1.961
1.1200,6,-4.000,4.000,1.985,4.000,4.000,2.002,-4.000,-4.000,1.713,4.000,-4.000,1.990
1.1300,6,-4.000,4.000,2.013,4.000,4.000,2.033,-4.000,-4.000,1.730,4.000,-4.000,2.019
1.1400,6,-4.000,4.000,2.040,4.000,4.000,2.064,-4.000,-4.000,1.746,4.000,-4.000,2.047
1.1500,6,-4.000,4.000,2.068,4.000,4.000,2.095,-4.000,-4.000,1.762,4.000,-4.000,2.076
1.1600,6,-4.000,4.000,2.096,4.000,4.000,2.127,-4.000,-4.000,1.779,4.000,-4.000,2.104
1.1700,6,-4.000,4.000,2.124,4.000,4.000,2.158,-4.000,-4.000,1.795,4.000,-4.000,2.132
1.1800,6,-4.000,4.000,2.151,4.000,4.000,2.190,-4.000,-4.000,1.811,4.000,-4.000,2.161
1.1900,6,-4.000,4.000,2.179,4.000,4.000,2.222,-4.000,-4.000,1.826,4.000,-4.000,2.189
1.2000,6,-4.000,4.000,2.206,4.000,4.000,2.254,-4.000,-4.000,1.842,4.000,-4.000,2.217
1.2100,6,-4.000,4.000,2.233,4.000,4.000,2.286,-4.000,-4.000,1.858,4.000,-4.000,2.244
1.2200,6,-4.000,4.000,2.260,4.000,4.000,2.318,-4.000,-4.000,1.873,4.000,-4.000,2.272
1.2300,6,-4.000,4.000,2.287,4.000,4.000,2.351,-4.000,-4.000,1.889,4.000,-4.000,2.300
1.2400,6,-4.000,4.000,2.313,4.000,4.000,2.383,-4.000,-4.000,1.904,4.000,-4.000,2.327
1.2500,6,-4.000,4.000,2.340,4.000,4.000,2.415,-4.000,-4.000,1.919,4.000,-4.000,2.354
1.2600,6,-4.000,4.000,2.366,4.000,4.000,2.447,-4.000,-4.000,1.934,4.000,-4.000,2.382
1.2700,6,-4.000,4.000,2.392,4.000,4.000,2.479,-4.000,-4.000,1.949,4.000,-4.000,2.408
1.2800,6,-4.000,4.000,2.418,4.000,4.000,2.511,-4.000,-4.000,1.963,4.000,-4.000,2.435
1.2900,6,-4.000,4.000,2.444,4.000,4.000,2.542,-4.000,-4.000,1.978,4.000,-4.000,2.462
1.3000,6,-4.000,4.000,2.469,4.000,4.000,2.574,-4.000,-4.000,1.993,4.000,-4.000,2.488
1.3100,6,-4.000,4.000,2.495,4.000,4.000,2.605,-4.000,-4.000,2.007,4.000,-4.000,2.514
1.3200,6,-4.000,4.000,2.520,4.000,4.000,2.637,-4.000,-4.000,2.021,4.000,-4.000,2.540
1.3300,6,-4.000,4.000,2.545,4.000,4.000,2.668,-4.000,-4.000,2.035,4.000,-4.000,2.566
1.3400,6,-4.000,4.000,2.570,4.000,4.000,2.699,-4.000,-4.000,2.050,4.000,-4.000,2.592
1.3500,6,-4.000,4.000,2.594,4.000,4.000,2.729,-4.000,-4.000,2.064,4.000,-4.000,2.617
1.3600,6,-4.000,4.000,2.619,4.000,4.000,2.760,-4.000,-4.000,2.077,4.000,-4.000,2.642
1.3700,6,-4.000,4.000,2.643,4.000,4.000,2.790,-4.000,-4.000,2.091,4.000,-4.000,2.667
1.3800,6,-4.000,4.000,2.667,4.000,4.000,2.820,-4.000,-4.000,2.105,4.000,-4.000,2.692
1.3900,6,-4.000,4.000,2.691,4.000,4.000,2.850,-4.000,-4.000,2.118,4.000,-4.000,2.717
1.4000,6,-4.000,4.000,2.715,4.000,4.000,2.879,-4.000,-4.000,2.132,4.000,-4.000,2.741
1.4100,6,-4.000,4.000,2.738,4.000,4.000,2.908,-4.000,-4.000,2.145,4.000,-4.000,2.765
1.4200,6,-4.000,4.000,2.761,4.000,4.000,2.937,-4.000,-4.000,2.158,4.000,-4.000,2.789
1.4300,6,-4.000,4.000,2.784,4.000,4.000,2.966,-4.000,-4.000,2.171,4.000,-4.000,2.813
1.4400,6,-4.000,4.000,2.807,4.000,4.000,2.995,-4.000,-4.000,2.184,4.000,-4.000,2.837
1.4500,6,-4.000,4.000,2.830,4.000,4.000,3.023,-4.000,-4.000,2.197,4.000,-4.000,2.860
1.4600,6,-4.000,4.000,2.852,4.000,4.000,3.051,-4.000,-4.000,2.210,4.000,-4.000,2.884
1.4700,6,-4.000,4.000,2.875,4.000,4.000,3.078,-4.000,-4.000,2.223,4.000,-4.000,2.907
1.4800,6,-4.000,4.000,2.897,4.000,4.000,3.106,-4.000,-4.000,2.235,4.000,-4.000,2.929
1.4900,6,-4.000,4.000,2.919,4.000,4.000,3.133,-4.000,-4.000,2.248,4.000,-4.000,2.952
1.5000,6,-4.000,4.000,2.941,4.000,4.000,3.160,-4.000,-4.000,2.260,4.000,-4.000,2.975
1.5100,6,-4.000,4.000,2.962,4.000,4.000,3.186,-4.000,-4.000,2.272,4.000,-4.000,2.997
1.5200,6,-4.000,4.000,2.984,4.000,4.000,3.213,-4.000,-4.000,2.285,4.000,-4.000,3.019
1.5300,6,-4.000,4.000,3.005,4.000,4.000,3.239,-4.000,-4.000,2.297,4.000,-4.000,3.041
1.5400,6,-4.000,4.000,3.026,4.000,4.000,3.264,-4.000,-4.000,2.309,4.000,-4.000,3.063
1.5500,6,-4.000,4.000,3.047,4.000,4.000,3.290,-4.000,-4.000,2.321,4.000,-4.000,3.084
1.5600,6,-4.000,4.000,3.067,4.000,4.000,3.315,-4.000,-4.000,2.332,4.000,-4.000,3.105
1.5700,6,-4.000,4.000,3.088,4.000,4.000,3.340,-4.000,-4.000,2.344,4.000,-4.000,3.127
1.5800,6,-4.000,4.000,3.108,4.000,4.000,3.364,-4.000,-4.000,2.356,4.000,-4.000,3.148
1.5900,6,-4.000,4.000,3.128,4.000,4.000,3.389,-4.000,-4.000,2.367,4.000,-4.000,3.168
1.6000,6,-4.000,4.000,3.148,4.000,4.000,3.413,-4.000,-4.000,2.379,4.000,-4.000,3.189
1.6100,6,-4.000,4.000,3.168,4.000,4.000,3.437,-4.000,-4.000,2.390,4.000,-4.000,3.209
1.6200,6,-4.000,4.000,3.188,4.000,4.000,3.460,-4.000,-4.000,2.401,4.000,-4.000,3.230
1.6300,6,-4.000,4.000,3.207,4.000,4.000,3.483,-4.000,-4.000,2.412,4.000,-4.000,3.250
1.6400,6,-4.000,4.000,3.227,4.000,4.000,3.506,-4.000,-4.000,2.423,4.000,-4.000,3.270
1.6500,6,-4.000,4.000,3.246,4.000,4.000,3.529,-4.000,-4.000,2.434,4.000,-4.000,3.289
1.6600,6,-4.000,4.000,3.265,4.000,4.000,3.551,-4.000,-4.000,2.445,4.000,-4.000,3.309
1.6700,6,-4.000,4.000,3.284,4.000,4.000,3.574,-4.000,-4.000,2.456,4.000,-4.000,3.328
1.6800,6,-4.000,4.000,3.302,4.000,4.000,3.596,-4.000,-4.000,2.467,4.000,-4.000,3.348
1.6900,6,-4.000,4.000,3.321,4.000,4.000,3.617,-4.000,-4.000,2.477,4.000,-4.000,3.367
1.7000,6,-4.000,4.000,3.339,4.000,4.000,3.639,-4.000,-4.000,2.488,4.000,-4.000,3.385
1.7100,6,-4.000,4.000,3.357,4.000,4.000,3.660,-4.000,-4.000,2.498,4.000,-4.000,3.404
1.7200,6,-4.000,4.000,3.375,4.000,4.000,3.681,-4.000,-4.000,2.509,4.000,-4.000,3.423
1.7300,6,-4.000,4.000,3.393,4.000,4.000,3.701,-4.000,-4.000,2.519,4.000,-4.000,3.441
1.7400,6,-4.000,4.000,3.411,4.000,4.000,3.722,-4.000,-4.000,2.529,4.000,-4.000,3.459
1.7500,6,-4.000,4.000,3.428,4.000,4.000,3.742,-4.000,-4.000,2.539,4.000,-4.000,3.477
1.7600,6,-4.000,4.000,3.446,4.000,4.000,3.762,-4.000,-4.000,2.549,4.000,-4.000,3.495
1.7700,6,-4.000,4.000,3.463,4.000,4.000,3.782,-4.000,-4.000,2.559,4.000,-4.000,3.513
1.7800,6,-4.000,4.000,3.480,4.000,4.000,3.801,-4.000,-4.000,2.569,4.000,-4.000,3.531
1.7900,6,-4.000,4.000,3.497,4.000,4.000,3.820,-4.000,-4.000,2.579,4.000,-4.000,3.548
1.8000,6,-4.000,4.000,3.514,4.000,4.000,3.839,-4.000,-4.000,2.589,4.000,-4.000,3.566
1.8100,6,-4.000,4.000,3.531,4.000,4.000,3.858,-4.000,-4.000,2.598,4.000,-4.000,3.583
1.8200,6,-4.000,4.000,3.547,4.000,4.000,3.877,-4.000,-4.000,2.608,4.000,-4.000,3.600
1.8300,6,-4.000,4.000,3.563,4.000,4.000,3.895,-4.000,-4.000,2.617,4.000,-4.000,3.617
1.8400,6,-4.000,4.000,3.580,4.000,4.000,3.913,-4.000,-4.000,2.627,4.000,-4.000,3.633
1.8500,6,-4.000,4.000,3.596,4.000,4.000,3.931,-4.000,-4.000,2.636,4.000,-4.000,3.650
1.8600,6,-4.000,4.000,3.612,4.000,4.000,3.949,-4.000,-4.000,2.645,4.000,-4.000,3.666
1.8700,6,-4.000,4.000,3.628,4.000,4.000,3.966,-4.000,-4.000,2.654,4.000,-4.000,3.682
1.8800,6,-4.000,4.000,3.643,4.000,4.000,3.983,-4.000,-4.000,2.663,4.000,-4.000,3.699
1.8900,6,-4.000,4.000,3.659,4.000,4.000,4.000,-4.000,-4.000,2.672,4.000,-4.000,3.715
1.9000,6,-4.000,4.000,3.674,4.000,4.000,4.017,-4.000,-4.000,2.681,4.000,-4.000,3.730
1.9100,6,-4.000,4.000,3.689,4.000,4.000,4.034,-4.000,-4.000,2.690,4.000,-4.000,3.746
1.9200,6,-4.000,4.000,3.705,4.000,4.000,4.050,-4.000,-4.000,2.699,4.000,-4.000,3.762
1.9300,6,-4.000,4.000,3.720,4.000,4.000,4.066,-4.000,-4.000,2.708,4.000,-4.000,3.777
1.9400,6,-4.000,4.000,3.734,4.000,4.000,4.082,-4.000,-4.000,2.716,4.000,-4.000,3.792
1.9500,6,-4.000,4.000,3.749,4.000,4.000,4.098,-4.000,-4.000,2.725,4.000,-4.000,3.808
1.9600,6,-4.000,4.000,3.764,4.000,4.000,4.114,-4.000,-4.000,2.733,4.000,-4.000,3.823
1.9700,6,-4.000,4.000,3.778,4.000,4.000,4.129,-4.000,-4.000,2.742,4.000,-4.000,3.837
1.9800,6,-4.000,4.000,3.793,4.000,4.000,4.145,-4.000,-4.000,2.750,4.000,-4.000,3.852
1.9900,6,-4.000,4.000,3.807,4.000,4.000,4.160,-4.000,-4.000,2.759,4.000,-4.000,3.867
2.0000,6,-4.000,4.000,3.821,4.000,4.000,4.174,-4.000,-4.000,2.767,4.000,-4.000,3.881
2.0100,6,-4.000,4.000,3.835,4.000,4.000,4.189,-4.000,-4.000,2.775,4.000,-4.000,3.896
2.0200,6,-4.000,4.000,3.849,4.000,4.000,4.204,-4.000,-4.000,2.783,4.000,-4.000,3.910
2.0300,6,-4.000,4.000,3.863,4.000,4.000,4.218,-4.000,-4.000,2.791,4.000,-4.000,3.924
2.0400,6,-4.000,4.000,3.876,4.000,4.000,4.232,-4.000,-4.000,2.799,4.000,-4.000,3.938
2.0500,6,-4.000,4.000,3.890,4.000,4.000,4.246,-4.000,-4.000,2.807,4.000,-4.000,3.952
2.0600,6,-4.000,4.000,3.903,4.000,4.000,4.260,-4.000,-4.000,2.815,4.000,-4.000,3.966
2.0700,6,-4.000,4.000,3.916,4.000,4.000,4.273,-4.000,-4.000,2.823,4.000,-4.000,3.979
2.0800,6,-4.000,4.000,3.930,4.000,4.000,4.287,-4.000,-4.000,2.830,4.000,-4.000,3.993
2.0900,6,-4.000,4.000,3.943,4.000,4.000,4.300,-4.000,-4.000,2.838,4.000,-4.000,4.006
2.1000,6,-4.000,4.000,3.956,4.000,4.000,4.313,-4.000,-4.000,2.846,4.000,-4.000,4.020
2.1100,6,-4.000,4.000,3.968,4.000,4.000,4.326,-4.000,-4.000,2.853,4.000,-4.000,4.033
2.1200,6,-4.000,4.000,3.981,4.000,4.000,4.339,-4.000,-4.000,2.861,4.000,-4.000,4.046
2.1300,6,-4.000,4.000,3.994,4.000,4.000,4.352,-4.000,-4.000,2.868,4.000,-4.000,4.059
2.1400,6,-4.000,4.000,4.006,4.000,4.000,4.364,-4.000,-4.000,2.875,4.000,-4.000,4.072
2.1500,6,-4.000,4.000,4.019,4.000,4.000,4.376,-4.000,-4.000,2.883,4.000,-4.000,4.084
2.1600,6,-4.000,4.000,4.031,4.000,4.000,4.388,-4.000,-4.000,2.890,4.000,-4.000,4.097
2.1700,6,-4.000,4.000,4.043,4.000,4.000,4.400,-4.000,-4.000,2.897,4.000,-4.000,4.109
2.1800,6,-4.000,4.000,4.055,4.000,4.000,4.412,-4.000,-4.000,2.904,4.000,-4.000,4.122
2.1900,6,-4.000,4.000,4.067,4.000,4.000,4.424,-4.000,-4.000,2.911,4.000,-4.000,4.134
2.2000,6,-4.000,4.000,4.079,4.000,4.000,4.436,-4.000,-4.000,2.918,4.000,-4.000,4.146
2.2100,6,-4.000,4.000,4.091,4.000,4.000,4.447,-4.000,-4.000,2.925,4.000,-4.000,4.158
2.2200,6,-4.000,4.000,4.102,4.000,4.000,4.458,-4.000,-4.000,2.932,4.000,-4.000,4.170
2.2300,6,-4.000,4.000,4.114,4.000,4.000,4.469,-4.000,-4.000,2.939,4.000,-4.000,4.182
2.2400,6,-4.000,4.000,4.125,4.000,4.000,4.480,-4.000,-4.000,2.946,4.000,-4.000,4.194
2.2500,6,-4.000,4.000,4.137,4.000,4.000,4.491,-4.000,-4.000,2.952,4.000,-4.000,4.205
2.2600,6,-4.000,4.000,4.148,4.000,4.000,4.502,-4.000,-4.000,2.959,4.000,-4.000,4.217
2.2700,6,-4.000,4.000,4.159,4.000,4.000,4.513,-4.000,-4.000,2.966,4.000,-4.000,4.228
2.2800,6,-4.000,4.000,4.170,4.000,4.000,4.523,-4.000,-4.000,2.972,4.000,-4.000,4.240
2.2900,6,-4.000,4.000,4.181,4.000,4.000,4.533,-4.000,-4.000,2.979,4.000,-4.000,4.251
2.3000,6,-4.000,4.000,4.192,4.000,4.000,4.544,-4.000,-4.000,2.985,4.000,-4.000,4.262
2.3100,6,-4.000,4.000,4.203,4.000,4.000,4.554,-4.000,-4.000,2.991,4.000,-4.000,4.273
2.3200,6,-4.000,4.000,4.213,4.000,4.000,4.564,-4.000,-4.000,2.998,4.000,-4.000,4.284
2.3300,6,-4.000,4.000,4.224,4.000,4.000,4.573,-4.000,-4.000,3.004,4.000,-4.000,4.295
2.3400,6,-4.000,4.000,4.234,4.000,4.000,4.583,-4.000,-4.000,3.010,4.000,-4.000,4.305
2.3500,6,-4.000,4.000,4.245,4.000,4.000,4.593,-4.000,-4.000,3.017,4.000,-4.000,4.316
