time,active_links,d0_x,d0_y,d0_z,d1_x,d1_y,d1_z,d2_x,d2_y,d2_z,d3_x,d3_y,d3_z
5.5900,6,-4.000,4.000,5.334,4.000,4.000,5.322,-4.000,-4.000,3.716,4.000,-4.000,5.003
5.6000,6,-4.000,4.000,5.334,4.000,4.000,5.323,-4.000,-4.000,3.716,4.000,-4.000,5.003
5.6100,6,-4.000,4.000,5.335,4.000,4.000,5.323,-4.000,-4.000,3.716,4.000,-4.000,5.002
5.6200,6,-4.000,4.000,5.336,4.000,4.000,5.323,-4.000,-4.000,3.717,4.000,-4.000,5.001
5.6300,6,-4.000,4.000,5.336,4.000,4.000,5.323,-4.000,-4.000,3.717,4.000,-4.000,4.998
5.6400,6,-4.000,4.000,5.337,4.000,4.000,5.323,-4.000,-4.000,3.718,4.000,-4.000,4.996
5.6500,6,-4.000,4.000,5.337,4.000,4.000,5.323,-4.000,-4.000,3.718,4.000,-4.000,4.994
5.6600,6,-4.000,4.000,5.338,4.000,4.000,5.323,-4.000,-4.000,3.719,4.000,-4.000,4.993
5.6700,6,-4.000,4.000,5.338,4.000,4.000,5.324,-4.000,-4.000,3.719,4.000,-4.000,4.991
5.6800,6,-4.000,4.000,5.339,4.000,4.000,5.324,-4.000,-4.000,3.719,4.000,-4.000,4.990
5.6900,6,-4.000,4.000,5.339,4.000,4.000,5.324,-4.000,-4.000,3.720,4.000,-4.000,4.990
5.7000,6,-4.000,4.000,5.340,4.000,4.000,5.324,-4.000,-4.000,3.720,4.000,-4.000,4.989
5.7100,6,-4.000,4.000,5.340,4.000,4.000,5.324,-4.000,-4.000,3.721,4.000,-4.000,4.989
5.7200,6,-4.000,4.000,5.341,4.000,4.000,5.324,-4.000,-4.000,3.721,4.000,-4.000,4.989
5.7300,6,-4.000,4.000,5.341,4.000,4.000,5.324,-4.000,-4.000,3.721,4.000,-4.000,4.989
5.7400,6,-4.000,4.000,5.342,4.000,4.000,5.325,-4.000,-4.000,3.722,4.000,-4.000,4.990
5.7500,6,-4.000,4.000,5.342,4.000,4.000,5.325,-4.000,-4.000,3.722,4.000,-4.000,4.990
5.7600,6,-4.000,4.000,5.343,4.000,4.000,5.325,-4.000,-4.000,3.722,4.000,-4.000,4.991
5.7700,6,-4.000,4.000,5.343,4.000,4.000,5.325,-4.000,-4.000,3.723,4.000,-4.000,4.992
5.7800,6,-4.000,4.000,5.344,4.000,4.000,5.325,-4.000,-4.000,3.723,4.000,-4.000,4.994
5.7900,6,-4.000,4.000,5.344,4.000,4.000,5.325,-4.000,-4.000,3.724,4.000,-4.000,4.995
5.8000,6,-4.000,4.000,5.345,4.000,4.000,5.325,-4.000,-4.000,3.724,4.000,-4.000,4.997
5.8100,6,-4.000,4.000,5.345,4.000,4.000,5.325,-4.000,-4.000,3.724,4.000,-4.000,4.999
5.8200,6,-4.000,4.000,5.346,4.000,4.000,5.326,-4.000,-4.000,3.725,4.000,-4.000,5.001
5.8300,6,-4.000,4.000,5.346,4.000,4.000,5.326,-4.000,-4.000,3.725,4.000,-4.000,5.002
5.8400,6,-4.000,4.000,5.347,4.000,4.000,5.326,-4.000,-4.000,3.725,4.000,-4.000,5.002
5.8500,6,-4.000,4.000,5.347,4.000,4.000,5.326,-4.000,-4.000,3.726,4.000,-4.000,5.001
5.8600,6,-4.000,4.000,5.347,4.000,4.000,5.326,-4.000,-4.000,3.726,4.000,-4.000,4.999
5.8700,6,-4.000,4.000,5.348,4.000,4.000,5.326,-4.000,-4.000,3.726,4.000,-4.000,4.998
5.8800,6,-4.000,4.000,5.348,4.000,4.000,5.326,-4.000,-4.000,3.727,4.000,-4.000,4.997
5.8900,6,-4.000,4.000,5.349,4.000,4.000,5.326,-4.000,-4.000,3.727,4.000,-4.000,4.996
5.9000,6,-4.000,4.000,5.349,4.000,4.000,5.326,-4.000,-4.000,3.727,4.000,-4.000,4.995
5.9100,6,-4.000,4.000,5.350,4.000,4.000,5.326,-4.000,-4.000,3.728,4.000,-4.000,4.995
5.9200,6,-4.000,4.000,5.350,4.000,4.000,5.327,-4.000,-4.000,3.728,4.000,-4.000,4.994
5.9300,6,-4.000,4.000,5.351,4.000,4.000,5.327,-4.000,-4.000,3.728,4.000,-4.000,4.995
5.9400,6,-4.000,4.000,5.351,4.000,4.000,5.327,-4.000,-4.000,3.729,4.000,-4.000,4.995
5.9500,6,-4.000,4.000,5.351,4.000,4.000,5.327,-4.000,-4.000,3.729,4.000,-4.000,4.995
5.9600,6,-4.000,4.000,5.352,4.000,4.000,5.327,-4.000,-4.000,3.729,4.000,-4.000,4.996
5.9700,6,-4.000,4.000,5.352,4.000,4.000,5.327,-4.000,-4.000,3.730,4.000,-4.000,4.997
5.9800,6,-4.000,4.000,5.353,4.000,4.000,5.327,-4.000,-4.000,3.730,4.000,-4.000,4.998
5.9900,6,-4.000,4.000,5.353,4.000,4.000,5.327,-4.000,-4.000,3.730,4.000,-4.000,5.000
6.0000,6,-4.000,4.000,5.353,4.000,4.000,5.327,-4.000,-4.000,3.731,4.000,-4.000,5.001
6.0100,6,-4.000,4.000,5.354,4.000,4.000,5.327,-4.000,-4.000,3.731,4.000,-4.000,5.002
6.0200,6,-4.000,4.000,5.354,4.000,4.000,5.327,-4.000,-4.000,3.731,4.000,-4.000,5.002
6.0300,6,-4.000,4.000,5.354,4.000,4.000,5.328,-4.000,-4.000,3.732,4.000,-4.000,5.000
6.0400,6,-4.000,4.000,5.355,4.000,4.000,5.328,-4.000,-4.000,3.732,4.000,-4.000,4.998
6.0500,6,-4.000,4.000,5.355,4.000,4.000,5.328,-4.000,-4.000,3.732,4.000,-4.000,4.996
6.0600,6,-4.000,4.000,5.356,4.000,4.000,5.328,-4.000,-4.000,3.732,4.000,-4.000,4.995
6.0700,6,-4.000,4.000,5.356,4.000,4.000,5.328,-4.000,-4.000,3.733,4.000,-4.000,4.993
6.0800,6,-4.000,4.000,5.356,4.000,4.000,5.328,-4.000,-4.000,3.733,4.000,-4.000,4.992
6.0900,6,-4.000,4.000,5.357,4.000,4.000,5.328,-4.000,-4.000,3.733,4.000,-4.000,4.992
6.1000,6,-4.000,4.000,5.357,4.000,4.000,5.328,-4.000,-4.000,3.734,4.000,-4.000,4.991
6.1100,6,-4.000,4.000,5.357,4.000,4.000,5.328,-4.000,-4.000,3.734,4.000,-4.000,4.991
6.1200,6,-4.000,4.000,5.358,4.000,4.000,5.328,-4.000,-4.000,3.734,4.000,-4.000,4.991
6.1300,6,-4.000,4.000,5.358,4.000,4.000,5.328,-4.000,-4.000,3.734,4.000,-4.000,4.991
6.1400,6,-4.000,4.000,5.358,4.000,4.000,5.328,-4.000,-4.000,3.735,4.000,-4.000,4.991
6.1500,6,-4.000,4.000,5.359,4.000,4.000,5.329,-4.000,-4.000,3.735,4.000,-4.000,4.992
6.1600,6,-4.000,4.000,5.359,4.000,4.000,5.329,-4.000,-4.000,3.735,4.000,-4.000,4.993
6.1700,6,-4.000,4.000,5.360,4.000,4.000,5.329,-4.000,-4.000,3.736,4.000,-4.000,4.994
6.1800,6,-4.000,4.000,5.360,4.000,4.000,5.329,-4.000,-4.000,3.736,4.000,-4.000,4.995
6.1900,6,-4.000,4.000,5.360,4.000,4.000,5.329,-4.000,-4.000,3.736,4.000,-4.000,4.997
6.2000,6,-4.000,4.000,5.361,4.000,4.000,5.329,-4.000,-4.000,3.736,4.000,-4.000,4.999
6.2100,6,-4.000,4.000,5.361,4.000,4.000,5.329,-4.000,-4.000,3.737,4.000,-4.000,5.001
6.2200,6,-4.000,4.000,5.361,4.000,4.000,5.329,-4.000,-4.000,3.737,4.000,-4.000,5.001
6.2300,6,-4.000,4.000,5.361,4.000,4.000,5.329,-4.000,-4.000,3.737,4.000,-4.000,5.001
6.2400,6,-4.000,4.000,5.362,4.000,4.000,5.329,-4.000,-4.000,3.737,4.000,-4.000,5.000
6.2500,6,-4.000,4.000,5.362,4.000,4.000,5.329,-4.000,-4.000,3.738,4.000,-4.000,4.999
6.2600,6,-4.000,4.000,5.362,4.000,4.000,5.329,-4.000,-4.000,3.738,4.000,-4.000,4.997
6.2700,6,-4.000,4.000,5.363,4.000,4.000,5.329,-4.000,-4.000,3.738,4.000,-4.000,4.996
6.2800,6,-4.000,4.000,5.363,4.000,4.000,5.329,-4.000,-4.000,3.738,4.000,-4.000,4.995
6.2900,6,-4.000,4.000,5.363,4.000,4.000,5.330,-4.000,-4.000,3.739,4.000,-4.000,4.994
6.3000,6,-4.000,4.000,5.364,4.000,4.000,5.330,-4.000,-4.000,3.739,4.000,-4.000,4.993
6.3100,6,-4.000,4.000,5.364,4.000,4.000,5.330,-4.000,-4.000,3.739,4.000,-4.000,4.993
6.3200,6,-4.000,4.000,5.364,4.000,4.000,5.330,-4.000,-4.000,3.739,4.000,-4.000,4.993
6.3300,6,-4.000,4.000,5.365,4.000,4.000,5.330,-4.000,-4.000,3.740,4.000,-4.000,4.993
6.3400,6,-4.000,4.000,5.365,4.000,4.000,5.330,-4.000,-4.000,3.740,4.000,-4.000,4.993
6.3500,6,-4.000,4.000,5.365,4.000,4.000,5.330,-4.000,-4.000,3.740,4.000,-4.000,4.994
6.3600,6,-4.000,4.000,5.365,4.000,4.000,5.330,-4.000,-4.000,3.740,4.000,-4.000,4.995
6.3700,6,-4.000,4.000,5.366,4.000,4.000,5.330,-4.000,-4.000,3.741,4.000,-4.000,4.996
6.3800,6,-4.000,4.000,5.366,4.000,4.000,5.330,-4.000,-4.000,3.741,4.000,-4.000,4.997
6.3900,6,-4.000,4.000,5.366,4.000,4.000,5.330,-4.000,-4.000,3.741,4.000,-4.000,4.999
6.4000,6,-4.000,4.000,5.367,4.000,4.000,5.330,-4.000,-4.000,3.741,4.000,-4.000,5.001
6.4100,6,-4.000,4.000,5.367,4.000,4.000,5.330,-4.000,-4.000,3.741,4.000,-4.000,5.001
6.4200,6,-4.000,4.000,5.367,4.000,4.000,5.330,-4.000,-4.000,3.742,4.000,-4.000,5.001
6.4300,6,-4.000,4.000,5.367,4.000,4.000,5.330,-4.000,-4.000,3.742,4.000,-4.000,5.000
6.4400,6,-4.000,4.000,5.368,4.000,4.000,5.330,-4.000,-4.000,3.742,4.000,-4.000,4.999
6.4500,6,-4.000,4.000,5.368,4.000,4.000,5.330,-4.000,-4.000,3.742,4.000,-4.000,4.998
6.4600,6,-4.000,4.000,5.368,4.000,4.000,5.330,-4.000,-4.000,3.743,4.000,-4.000,4.998
6.4700,6,-4.000,4.000,5.368,4.000,4.000,5.331,-4.000,-4.000,3.743,4.000,-4.000,4.998
6.4800,6,-4.000,4.000,5.369,4.000,4.000,5.331,-4.000,-4.000,3.743,4.000,-4.000,4.998
6.4900,6,-4.000,4.000,5.369,4.000,4.000,5.331,-4.000,-4.000,3.743,4.000,-4.000,4.998
6.5000,6,-4.000,4.000,5.369,4.000,4.000,5.331,-4.000,-4.000,3.743,4.000,-4.000,4.999
6.5100,6,-4.000,4.000,5.369,4.000,4.000,5.331,-4.000,-4.000,3.744,4.000,-4.000,4.999
6.5200,6,-4.000,4.000,5.370,4.000,4.000,5.331,-4.000,-4.000,3.744,4.000,-4.000,5.000
6.5300,6,-4.000,4.000,5.370,4.000,4.000,5.331,-4.000,-4.000,3.744,4.000,-4.000,5.000
6.5400,6,-4.000,4.000,5.370,4.000,4.000,5.331,-4.000,-4.000,3.744,4.000,-4.000,4.999
6.5500,6,-4.000,4.000,5.370,4.000,4.000,5.331,-4.000,-4.000,3.744,4.000,-4.000,4.999
6.5600,6,-4.000,4.000,5.371,4.000,4.000,5.331,-4.000,-4.000,3.745,4.000,-4.000,4.998
6.5700,6,-4.000,4.000,5.371,4.000,4.000,5.331,-4.000,-4.000,3.745,4.000,-4.000,4.998
6.5800,6,-4.000,4.000,5.371,4.000,4.000,5.331,-4.000,-4.000,3.745,4.000,-4.000,4.998
6.5900,6,-4.000,4.000,5.371,4.000,4.000,5.331,-4.000,-4.000,3.745,4.000,-4.000,4.999
6.6000,6,-4.000,4.000,5.372,4.000,4.000,5.331,-4.000,-4.000,3.745,4.000,-4.000,4.999
6.6100,6,-4.000,4.000,5.372,4.000,4.000,5.331,-4.000,-4.000,3.746,4.000,-4.000,5.000
6.6200,6,-4.000,4.000,5.372,4.000,4.000,5.331,-4.000,-4.000,3.746,4.000,-4.000,5.000
6.6300,6,-4.000,4.000,5.372,4.000,4.000,5.331,-4.000,-4.000,3.746,4.000,-4.000,5.000
6.6400,6,-4.000,4.000,5.372,4.000,4.000,5.331,-4.000,-4.000,3.746,4.000,-4.000,5.000
6.6500,6,-4.000,4.000,5.373,4.000,4.000,5.331,-4.000,-4.000,3.746,4.000,-4.000,5.000
6.6600,6,-4.000,4.000,5.373,4.000,4.000,5.331,-4.000,-4.000,3.746,4.000,-4.000,4.999
6.6700,6,-4.000,4.000,5.373,4.000,4.000,5.331,-4.000,-4.000,3.747,4.000,-4.000,4.999
6.6800,6,-4.000,4.000,5.373,4.000,4.000,5.331,-4.000,-4.000,3.747,4.000,-4.000,4.999
6.6900,6,-4.000,4.000,5.374,4.000,4.000,5.331,-4.000,-4.000,3.747,4.000,-4.000,4.999
6.7000,6,-4.000,4.000,5.374,4.000,4.000,5.331,-4.000,-4.000,3.747,4.000,-4.000,5.000
6.7100,6,-4.000,4.000,5.374,4.000,4.000,5.332,-4.000,-4.000,3.747,4.000,-4.000,5.001
6.7200,6,-4.000,4.000,5.374,4.000,4.000,5.332,-4.000,-4.000,3.747,4.000,-4.000,5.001
6.7300,6,-4.000,4.000,5.374,4.000,4.000,5.332,-4.000,-4.000,3.748,4.000,-4.000,4.999
6.7400,6,-4.000,4.000,5.375,4.000,4.000,5.332,-4.000,-4.000,3.748,4.000,-4.000,4.999
6.7500,6,-4.000,4.000,5.375,4.000,4.000,5.332,-4.000,-4.000,3.748,4.000,-4.000,4.998
6.7600,6,-4.000,4.000,5.375,4.000,4.000,5.332,-4.000,-4.000,3.748,4.000,-4.000,4.998
6.7700,6,-4.000,4.000,5.375,4.000,4.000,5.332,-4.000,-4.000,3.748,4.000,-4.000,4.998
6.7800,6,-4.000,4.000,5.375,4.000,4.000,5.332,-4.000,-4.000,3.748,4.000,-4.000,4.998
6.7900,6,-4.000,4.000,5.376,4.000,4.000,5.332,-4.000,-4.000,3.749,4.000,-4.000,4.998
6.8000,6,-4.000,4.000,5.376,4.000,4.000,5.332,-4.000,-4.000,3.749,4.000,-4.000,4.999
6.8100,6,-4.000,4.000,5.376,4.000,4.000,5.332,-4.000,-4.000,3.749,4.000,-4.000,4.999
6.8200,6,-4.000,4.000,5.376,4.000,4.000,5.332,-4.000,-4.000,3.749,4.000,-4.000,5.001
6.8300,6,-4.000,4.000,5.376,4.000,4.000,5.332,-4.000,-4.000,3.749,4.000,-4.000,5.001
6.8400,6,-4.000,4.000,5.377,4.000,4.000,5.332,-4.000,-4.000,3.749,4.000,-4.000,5.000
6.8500,6,-4.000,4.000,5.377,4.000,4.000,5.332,-4.000,-4.000,3.750,4.000,-4.000,4.999
6.8600,6,-4.000,4.000,5.377,4.000,4.000,5.332,-4.000,-4.000,3.750,4.000,-4.000,4.999
6.8700,6,-4.000,4.000,5.377,4.000,4.000,5.332,-4.000,-4.000,3.750,4.000,-4.000,4.999
6.8800,6,-4.000,4.000,5.377,4.000,4.000,5.332,-4.000,-4.000,3.750,4.000,-4.000,4.999
6.8900,6,-4.000,4.000,5.377,4.000,4.000,5.332,-4.000,-4.000,3.750,4.000,-4.000,4.999
6.9000,6,-4.000,4.000,5.378,4.000,4.000,5.332,-4.000,-4.000,3.750,4.000,-4.000,5.000
6.9100,6,-4.000,4.000,5.378,4.000,4.000,5.332,-4.000,-4.000,3.751,4.000,-4.000,5.001
6.9200,6,-4.000,4.000,5.378,4.000,4.000,5.332,-4.000,-4.000,3.751,4.000,-4.000,5.000
6.9300,6,-4.000,4.000,5.378,4.000,4.000,5.332,-4.000,-4.000,3.751,4.000,-4.000,4.999
6.9400,6,-4.000,4.000,5.378,4.000,4.000,5.332,-4.000,-4.000,3.751,4.000,-4.000,4.999
6.9500,6,-4.000,4.000,5.378,4.000,4.000,5.332,-4.000,-4.000,3.751,4.000,-4.000,4.998
6.9600,6,-4.000,4.000,5.379,4.000,4.000,5.332,-4.000,-4.000,3.751,4.000,-4.000,4.998
6.9700,6,-4.000,4.000,5.379,4.000,4.000,5.332,-4.000,-4.000,3.751,4.000,-4.000,4.998
6.9800,6,-4.000,4.000,5.379,4.000,4.000,5.332,-4.000,-4.000,3.752,4.000,-4.000,4.998
6.9900,6,-4.000,4.000,5.379,4.000,4.000,5.332,-4.000,-4.000,3.752,4.000,-4.000,4.998
7.0000,6,-4.000,4.000,5.379,4.000,4.000,5.332,-4.000,-4.000,3.752,4.000,-4.000,4.999
7.0100,6,-4.000,4.000,5.379,4.000,4.000,5.332,-4.000,-4.000,3.752,4.000,-4.000,5.000
7.0200,6,-4.000,4.000,5.380,4.000,4.000,5.332,-4.000,-4.000,3.752,4.000,-4.000,5.001
7.0300,6,-4.000,4.000,5.380,4.000,4.000,5.332,-4.000,-4.000,3.752,4.000,-4.000,5.001
7.0400,6,-4.000,4.000,5.380,4.000,4.000,5.333,-4.000,-4.000,3.752,4.000,-4.000,5.000
7.0500,6,-4.000,4.000,5.380,4.000,4.000,5.333,-4.000,-4.000,3.752,4.000,-4.000,4.999
7.0600,6,-4.000,4.000,5.380,4.000,4.000,5.333,-4.000,-4.000,3.753,4.000,-4.000,4.999
7.0700,6,-4.000,4.000,5.380,4.000,4.000,5.333,-4.000,-4.000,3.753,4.000,-4.000,4.999
7.0800,6,-4.000,4.000,5.380,4.000,4.000,5.333,-4.000,-4.000,3.753,4.000,-4.000,4.999
7.0900,6,-4.000,4.000,5.381,4.000,4.000,5.333,-4.000,-4.000,3.753,4.000,-4.000,5.000
7.1000,6,-4.000,4.000,5.381,4.000,4.000,5.333,-4.000,-4.000,3.753,4.000,-4.000,5.000
7.1100,6,-4.000,4.000,5.381,4.000,4.000,5.333,-4.000,-4.000,3.753,4.000,-4.000,5.000
7.1200,6,-4.000,4.000,5.381,4.000,4.000,5.333,-4.000,-4.000,3.753,4.000,-4.000,5.000
7.1300,6,-4.000,4.000,5.381,4.000,4.000,5.333,-4.000,-4.000,3.753,4.000,-4.000,5.000
7.1400,6,-4.000,4.000,5.381,4.000,4.000,5.333,-4.000,-4.000,3.754,4.000,-4.000,5.000
7.1500,6,-4.000,4.000,5.382,4.000,4.000,5.333,-4.000,-4.000,3.754,4.000,-4.000,5.000
7.1600,6,-4.000,4.000,5.382,4.000,4.000,5.333,-4.000,-4.000,3.754,4.000,-4.000,4.999
7.1700,6,-4.000,4.000,5.382,4.000,4.000,5.333,-4.000,-4.000,3.754,4.000,-4.000,4.999
7.1800,6,-4.000,4.000,5.382,4.000,4.000,5.333,-4.000,-4.000,3.754,4.000,-4.000,4.999
7.1900,6,-4.000,4.000,5.382,4.000,4.000,5.333,-4.000,-4.000,3.754,4.000,-4.000,5.000
7.2000,6,-4.000,4.000,5.382,4.000,4.000,5.333,-4.000,-4.000,3.754,4.000,-4.000,5.000
7.2100,6,-4.000,4.000,5.382,4.000,4.000,5.333,-4.000,-4.000,3.754,4.000,-4.000,5.000
7.2200,6,-4.000,4.000,5.382,4.000,4.000,5.333,-4.000,-4.000,3.755,4.000,-4.000,4.999
7.2300,6,-4.000,4.000,5.383,4.000,4.000,5.333,-4.000,-4.000,3.755,4.000,-4.000,4.998
7.2400,6,-4.000,4.000,5.383,4.000,4.000,5.333,-4.000,-4.000,3.755,4.000,-4.000,4.997
7.2500,6,-4.000,4.000,5.383,4.000,4.000,5.333,-4.000,-4.000,3.755,4.000,-4.000,4.997
7.2600,6,-4.000,4.000,5.383,4.000,4.000,5.333,-4.000,-4.000,3.755,4.000,-4.000,4.997
7.2700,6,-4.000,4.000,5.383,4.000,4.000,5.333,-4.000,-4.000,3.755,4.000,-4.000,4.997
7.2800,6,-4.000,4.000,5.383,4.000,4.000,5.333,-4.000,-4.000,3.755,4.000,-4.000,4.997
7.2900,6,-4.000,4.000,5.383,4.000,4.000,5.333,-4.000,-4.000,3.755,4.000,-4.000,4.997
7.3000,6,-4.000,4.000,5.383,4.000,4.000,5.333,-4.000,-4.000,3.755,4.000,-4.000,4.998
7.3100,6,-4.000,4.000,5.384,4.000,4.000,5.333,-4.000,-4.000,3.756,4.000,-4.000,4.999
7.3200,6,-4.000,4.000,5.384,4.000,4.000,5.333,-4.000,-4.000,3.756,4.000,-4.000,5.000
7.3300,6,-4.000,4.000,5.384,4.000,4.000,5.333,-4.000,-4.000,3.756,4.000,-4.000,5.000
7.3400,6,-4.000,4.000,5.384,4.000,4.000,5.333,-4.000,-4.000,3.756,4.000,-4.000,4.999
7.3500,6,-4.000,4.000,5.384,4.000,4.000,5.333,-4.000,-4.000,3.756,4.000,-4.000,4.999
7.3600,6,-4.000,4.000,5.384,4.000,4.000,5.333,-4.000,-4.000,3.756,4.000,-4.000,4.999
7.3700,6,-4.000,4.000,5.384,4.000,4.000,5.333,-4.000,-4.000,3.756,4.000,-4.000,4.999
7.3800,6,-4.000,4.000,5.384,4.000,4.000,5.333,-4.000,-4.000,3.756,4.000,-4.000,4.999
7.3900,6,-4.000,4.000,5.385,4.000,4.000,5.333,-4.000,-4.000,3.756,4.000,-4.000,4.999
7.4000,6,-4.000,4.000,5.385,4.000,4.000,5.333,-4.000,-4.000,3.756,4.000,-4.000,5.000
7.4100,6,-4.000,4.000,5.385,4.000,4.000,5.333,-4.000,-4.000,3.757,4.000,-4.000,5.001
7.4200,6,-4.000,4.000,5.385,4.000,4.000,5.333,-4.000,-4.000,3.757,4.000,-4.000,5.001
7.4300,6,-4.000,4.000,5.385,4.000,4.000,5.333,-4.000,-4.000,3.757,4.000,-4.000,5.000
7.4400,6,-4.000,4.000,5.385,4.000,4.000,5.333,-4.000,-4.000,3.757,4.000,-4.000,4.999
7.4500,6,-4.000,4.000,5.385,4.000,4.000,5.333,-4.000,-4.000,3.757,4.000,-4.000,4.999
7.4600,6,-4.000,4.000,5.385,4.000,4.000,5.333,-4.000,-4.000,3.757,4.000,-4.000,4.998
7.4700,6,-4.000,4.000,5.385,4.000,4.000,5.333,-4.000,-4.000,3.757,4.000,-4.000,4.998
7.4800,6,-4.000,4.000,5.386,4.000,4.000,5.333,-4.000,-4.000,3.757,4.000,-4.000,4.999
7.4900,6,-4.000,4.000,5.386,4.000,4.000,5.333,-4.000,-4.000,3.757,4.000,-4.000,4.999
7.5000,6,-4.000,4.000,5.386,4.000,4.000,5.333,-4.000,-4.000,3.757,4.000,-4.000,5.000
7.5100,6,-4.000,4.000,5.386,4.000,4.000,5.333,-4.000,-4.000,3.757,4.000,-4.000,5.001
7.5200,6,-4.000,4.000,5.386,4.000,4.000,5.333,-4.000,-4.000,3.758,4.000,-4.000,5.001
7.5300,6,-4.000,4.000,5.386,4.000,4.000,5.333,-4.000,-4.000,3.758,4.000,-4.000,5.000
7.5400,6,-4.000,4.000,5.386,4.000,4.000,5.333,-4.000,-4.000,3.758,4.000,-4.000,4.999
7.5500,6,-4.000,4.000,5.386,4.000,4.000,5.333,-4.000,-4.000,3.758,4.000,-4.000,4.998
7.5600,6,-4.000,4.000,5.386,4.000,4.000,5.333,-4.000,-4.000,3.758,4.000,-4.000,4.998
7.5700,6,-4.000,4.000,5.386,4.000,4.000,5.333,-4.000,-4.000,3.758,4.000,-4.000,4.998
7.5800,6,-4.000,4.000,5.387,4.000,4.000,5.333,-4.000,-4.000,3.758,4.000,-4.000,4.999
7.5900,6,-4.000,4.000,5.387,4.000,4.000,5.333,-4.000,-4.000,3.758,4.000,-4.000,4.999
7.6000,6,-4.000,4.000,5.387,4.000,4.000,5.333,-4.000,-4.000,3.758,4.000,-4.000,5.000
7.6100,6,-4.000,4.000,5.387,4.000,4.000,5.334,-4.000,-4.000,3.758,4.000,-4.000,5.001
7.6200,6,-4.000,4.000,5.387,4.000,4.000,5.334,-4.000,-4.000,3.758,4.000,-4.000,5.001
7.6300,6,-4.000,4.000,5.387,4.000,4.000,5.334,-4.000,-4.000,3.759,4.000,-4.000,5.000
7.6400,6,-4.000,4.000,5.387,4.000,4.000,5.334,-4.000,-4.000,3.759,4.000,-4.000,4.999
7.6500,6,-4.000,4.000,5.387,4.000,4.000,5.334,-4.000,-4.000,3.759,4.000,-4.000,4.999
7.6600,6,-4.000,4.000,5.387,4.000,4.000,5.334,-4.000,-4.000,3.759,4.000,-4.000,4.998
7.6700,6,-4.000,4.000,5.387,4.000,4.000,5.334,-4.000,-4.000,3.759,4.000,-4.000,4.998
7.6800,6,-4.000,4.000,5.387,4.000,4.000,5.334,-4.000,-4.000,3.759,4.000,-4.000,4.999
7.6900,6,-4.000,4.000,5.388,4.000,4.000,5.334,-4.000,-4.000,3.759,4.000,-4.000,4.999
7.7000,6,-4.000,4.000,5.388,4.000,4.000,5.334,-4.000,-4.000,3.759,4.000,-4.000,5.000
7.7100,6,-4.000,4.000,5.388,4.000,4.000,5.334,-4.000,-4.000,3.759,4.000,-4.000,5.001
7.7200,6,-4.000,4.000,5.388,4.000,4.000,5.334,-4.000,-4.000,3.759,4.000,-4.000,5.001
7.7300,6,-4.000,4.000,5.388,4.000,4.000,5.334,-4.000,-4.000,3.759,4.000,-4.000,5.000
7.7400,6,-4.000,4.000,5.388,4.000,4.000,5.334,-4.000,-4.000,3.759,4.000,-4.000,4.999
7.7500,6,-4.000,4.000,5.388,4.000,4.000,5.334,-4.000,-4.000,3.759,4.000,-4.000,4.999
7.7600,6,-4.000,4.000,5.388,4.000,4.000,5.334,-4.000,-4.000,3.760,4.000,-4.000,4.999
7.7700,6,-4.000,4.000,5.388,4.000,4.000,5.334,-4.000,-4.000,3.760,4.000,-4.000,4.999
7.7800,6,-4.000,4.000,5.388,4.000,4.000,5.334,-4.000,-4.000,3.760,4.000,-4.000,4.999
7.7900,6,-4.000,4.000,5.388,4.000,4.000,5.334,-4.000,-4.000,3.760,4.000,-4.000,4.999
7.8000,6,-4.000,4.000,5.388,4.000,4.000,5.334,-4.000,-4.000,3.760,4.000,-4.000,5.000
7.8100,6,-4.000,4.000,5.388,4.000,4.000,5.334,-4.000,-4.000,3.760,4.000,-4.000,5.000
7.8200,6,-4.000,4.000,5.389,4.000,4.000,5.334,-4.000,-4.000,3.760,4.000,-4.000,5.000
7.8300,6,-4.000,4.000,5.389,4.000,4.000,5.334,-4.000,-4.000,3.760,4.000,-4.000,5.000
7.8400,6,-4.000,4.000,5.389,4.000,4.000,5.334,-4.000,-4.000,3.760,4.000,-4.000,5.000
7.8500,6,-4.000,4.000,5.389,4.000,4.000,5.334,-4.000,-4.000,3.760,4.000,-4.000,4.999
7.8600,6,-4.000,4.000,5.389,4.000,4.000,5.334,-4.000,-4.000,3.760,4.000,-4.000,4.999
7.8700,6,-4.000,4.000,5.389,4.000,4.000,5.334,-4.000,-4.000,3.760,4.000,-4.000,4.999
7.8800,6,-4.000,4.000,5.389,4.000,4.000,5.334,-4.000,-4.000,3.760,4.000,-4.000,4.999
7.8900,6,-4.000,4.000,5.389,4.000,4.000,5.334,-4.000,-4.000,3.760,4.000,-4.000,5.000
7.9000,6,-4.000,4.000,5.389,4.000,4.000,5.334,-4.000,-4.000,3.760,4.000,-4.000,5.001
7.9100,6,-4.000,4.000,5.389,4.000,4.000,5.334,-4.000,-4.000,3.761,4.000,-4.000,5.000
7.9200,6,-4.000,4.000,5.389,4.000,4.000,5.334,-4.000,-4.000,3.761,4.000,-4.000,4.999
7.9300,6,-4.000,4.000,5.389,4.000,4.000,5.334,-4.000,-4.000,3.761,4.000,-4.000,4.998
7.9400,6,-4.000,4.000,5.389,4.000,4.000,5.334,-4.000,-4.000,3.761,4.000,-4.000,4.998
